sample	Population	Superpopulation	coding_one_allele_non_ref	coding_two_alleles_non_ref	wg_one_allele_non_ref	wg_two_alleles_non_ref
NA11892	CEU	EUR	182	135	240974	254957
HG02813	GWD	AFR	219	151	275529	281471
HG03049	GWD	AFR	221	149	278451	280919
NA10865	CEU	EUR	190	130	242162	254203
HG04158	BEB	SAS	192	128	243226	262862
HG04160	BEB	SAS	183	128	245341	260480
NA19658	MXL	AMR	214	140	251104	258933
NA19684	MXL	AMR	200	135	252813	253326
NA12889	CEU	EUR	186	134	243269	252500
NA19772	MXL	AMR	216	132	248284	261336
HG01805	CDX	EAS	176	148	226525	277798
HG00463	CHS	EAS	163	143	225978	274103
HG02285	PEL	AMR	160	142	228564	272441
NA19732	MXL	AMR	142	167	208438	284485
HG01951	PEL	AMR	167	145	212130	282195
HG01463	CLM	AMR	186	135	262349	259636
NA19787	MXL	AMR	202	144	242351	265824
HG00553	PUR	AMR	192	134	266231	253750
NA18966	JPT	EAS	180	154	227916	276202
HG00346	FIN	EUR	195	145	234901	261793
NA19721	MXL	AMR	195	139	247580	259857
HG02105	PEL	AMR	135	149	211712	278994
NA19735	MXL	AMR	159	153	224732	275080
NA12877	CEU	EUR	182	141	243213	254318
NA19682	MXL	AMR	202	142	245048	263098
HG02659	PJL	SAS	158	149	228003	269484
NA19755	MXL	AMR	182	141	240779	267723
NA19756	MXL	AMR	187	147	252010	260859
HG02304	PEL	AMR	174	146	235285	270195
HG01136	CLM	AMR	208	139	255748	255870
NA19786	MXL	AMR	208	149	246623	264270
HG00555	PUR	AMR	206	142	257397	255465
NA19719	MXL	AMR	210	133	251183	257165
NA19788	MXL	AMR	189	143	244990	266375
HG01390	CLM	AMR	201	147	268920	258290
HG01346	CLM	AMR	205	136	251265	256685
HG02657	PJL	SAS	152	147	246260	259637
NA19747	MXL	AMR	169	143	237687	265421
NA18557	CHB	EAS	166	154	224701	276233
NA19057	JPT	EAS	177	149	225112	277523
NA19007	JPT	EAS	153	156	227716	276454
HG01072	PUR	AMR	176	149	249314	256091
NA19718	MXL	AMR	190	142	242740	264327
HG02287	PEL	AMR	171	131	225942	270617
NA19746	MXL	AMR	185	150	237846	268666
NA18961	JPT	EAS	185	147	226040	277552
HG01977	PEL	AMR	163	156	223623	272692
HG01462	CLM	AMR	192	142	270323	259294
HG01488	CLM	AMR	185	136	263711	254419
HG00151	GBR	EUR	181	147	244083	259639
HG01344	CLM	AMR	198	142	244368	260863
NA19757	MXL	AMR	203	131	242760	265962
NA19731	MXL	AMR	170	155	213278	280984
NA20274	ASW	AFR	197	139	280718	256883
NA19796	MXL	AMR	193	132	249448	260531
HG00353	FIN	EUR	188	144	243940	257880
HG01927	PEL	AMR	145	168	215406	278674
HG01138	CLM	AMR	208	134	250150	256093
NA18595	CHB	EAS	173	149	225284	278146
HG02260	PEL	AMR	149	158	222549	274744
NA19686	MXL	AMR	190	144	249902	257463
NA19722	MXL	AMR	209	126	249345	262022
NA19784	MXL	AMR	198	150	246060	260712
NA19720	MXL	AMR	206	132	246450	263282
HG01067	PUR	AMR	202	130	252637	254753
NA18528	CHB	EAS	177	140	229625	275802
NA19716	MXL	AMR	181	148	248940	264660
HG00465	CHS	EAS	175	145	228714	273364
HG01161	PUR	AMR	182	145	261634	255215
HG02187	CDX	EAS	192	142	228608	276582
HG00118	GBR	EUR	171	145	244333	259270
HG01440	CLM	AMR	194	122	262351	257756
NA18534	CHB	EAS	189	152	227286	278527
HG03654	PJL	SAS	182	147	246420	258662
HG03476	MSL	AFR	215	160	282143	288754
NA21111	GIH	SAS	206	141	241543	265868
HG03653	PJL	SAS	194	144	246947	260856
HG03767	PJL	SAS	178	121	244522	258973
HG03902	BEB	SAS	184	143	246813	259962
HG03750	STU	SAS	184	134	244470	263034
HG04219	ITU	SAS	172	150	244297	263490
HG04020	ITU	SAS	181	141	241724	264354
HG02778	PJL	SAS	181	132	241619	263652
NA21086	GIH	SAS	194	134	243941	261943
NA20911	GIH	SAS	205	129	245438	261869
HG02009	ACB	AFR	213	159	284208	275806
HG04189	BEB	SAS	191	140	246058	261994
NA12812	CEU	EUR	206	126	243172	253815
HG02011	ACB	AFR	233	139	283625	274295
HG03633	PJL	SAS	188	145	239351	262070
NA20589	TSI	EUR	189	142	240272	259947
NA19036	LWK	AFR	218	150	284308	285282
HG03760	STU	SAS	202	136	246854	262800
HG01897	ACB	AFR	213	157	283601	282292
HG02621	GWD	AFR	221	145	274884	284906
NA19257	YRI	AFR	221	154	279011	280513
HG02455	ACB	AFR	223	144	283648	275548
NA19902	ASW	AFR	231	139	286050	280503
HG02622	GWD	AFR	218	147	279557	281532
HG03240	GWD	AFR	229	159	276634	283696
NA19982	ASW	AFR	209	141	282410	282686
NA19017	LWK	AFR	234	157	282338	285939
NA19901	ASW	AFR	231	137	283914	283612
NA19983	ASW	AFR	221	129	284148	274520
HG03394	MSL	AFR	214	173	281522	289269
HG01896	ACB	AFR	215	149	280773	283640
HG01886	ACB	AFR	229	147	280925	278379
HG02861	GWD	AFR	213	146	277419	281554
NA20281	ASW	AFR	230	148	284622	279529
HG03470	MSL	AFR	219	163	279387	288001
HG02337	ACB	AFR	211	150	283955	278187
HG03114	ESN	AFR	199	163	272969	285686
HG03202	ESN	AFR	203	159	273365	285510
NA19374	LWK	AFR	218	155	286355	282331
NA18555	CHB	EAS	184	152	226066	277831
HG03116	ESN	AFR	213	160	276226	284028
NA19395	LWK	AFR	197	165	284741	284065
HG01980	PEL	AMR	181	140	234499	269311
NA19378	LWK	AFR	208	163	282907	285598
NA19328	LWK	AFR	217	157	280641	286898
NA19068	JPT	EAS	154	154	223278	279075
HG02020	KHV	EAS	173	151	228933	274993
HG00349	FIN	EUR	162	150	241229	259792
HG02018	KHV	EAS	167	144	229098	273488
HG02678	GWD	AFR	217	165	263694	287570
HG00306	FIN	EUR	189	146	242807	257973
HG03781	ITU	SAS	197	137	246839	265217
HG00341	FIN	EUR	188	142	241131	261031
NA18975	JPT	EAS	169	152	225572	277654
HG03722	ITU	SAS	187	151	233940	269406
HG02286	PEL	AMR	180	141	230431	271359
HG01937	PEL	AMR	190	132	235029	266071
NA12752	CEU	EUR	193	136	243105	252848
HG03209	MSL	AFR	210	161	279248	289682
HG01618	IBS	EUR	178	146	245752	254141
HG03651	PJL	SAS	182	143	244841	259351
HG03834	BEB	SAS	188	140	247318	261479
HG03928	BEB	SAS	195	129	246962	262289
HG01621	IBS	EUR	198	130	248566	252857
HG02164	CDX	EAS	187	145	227961	276515
HG00121	GBR	EUR	168	138	238414	260714
NA12043	CEU	EUR	199	135	241838	253768
HG03741	STU	SAS	155	162	236789	264674
HG01961	PEL	AMR	155	160	207026	284518
NA19312	LWK	AFR	226	140	282093	285681
HG00591	CHS	EAS	174	140	225715	272829
HG01272	CLM	AMR	195	146	262452	258678
HG02862	GWD	AFR	218	155	278729	280074
NA19763	MXL	AMR	206	148	244093	266274
HG01190	PUR	AMR	188	135	259128	256772
NA12272	CEU	EUR	176	144	241965	254504
HG01947	PEL	AMR	188	138	240140	265739
HG04228	STU	SAS	192	132	246045	260961
HG03770	ITU	SAS	177	145	236323	268295
NA20542	TSI	EUR	187	135	237896	259381
NA19085	JPT	EAS	184	147	225684	276738
NA19455	LWK	AFR	226	160	284806	284964
NA18545	CHB	EAS	187	146	226029	276381
HG02126	KHV	EAS	179	145	229284	273771
HG01967	PEL	AMR	189	145	239145	264600
HG03649	PJL	SAS	196	138	249645	258030
HG02597	PJL	SAS	193	131	245836	258367
NA12813	CEU	EUR	191	139	245367	251199
HG03160	ESN	AFR	216	147	275843	284877
NA12761	CEU	EUR	194	131	242883	252520
NA19677	MXL	AMR	178	136	252233	258332
HG02701	PJL	SAS	172	148	220910	270783
HG02851	GWD	AFR	190	159	279636	281061
HG03008	BEB	SAS	203	131	247851	259124
HG00610	CHS	EAS	182	151	225733	274393
HG02497	ACB	AFR	219	152	283497	281743
NA18940	JPT	EAS	169	151	226709	275726
HG01933	PEL	AMR	186	147	246463	265550
HG00304	FIN	EUR	197	138	243374	259032
HG00272	FIN	EUR	196	132	245324	256457
HG01355	CLM	AMR	182	144	248288	255831
NA12865	CEU	EUR	197	133	240624	254839
HG01259	CLM	AMR	212	134	247829	255876
HG01768	IBS	EUR	169	141	247709	254831
HG01809	CDX	EAS	184	153	225787	278287
HG02787	PJL	SAS	184	138	242220	263076
NA20812	TSI	EUR	168	139	242623	258337
HG01747	IBS	EUR	181	128	242631	254661
NA19431	LWK	AFR	196	155	281826	286106
HG01624	IBS	EUR	184	148	247657	255054
NA12045	CEU	EUR	189	121	245968	252996
HG01532	IBS	EUR	192	123	247908	253603
NA19467	LWK	AFR	217	164	282259	284904
HG00674	CHS	EAS	185	137	228811	274006
NA19917	ASW	AFR	232	145	283574	284780
NA20888	GIH	SAS	198	141	241243	263635
NA19904	ASW	AFR	219	140	285107	277716
HG02107	ACB	AFR	231	135	286227	282835
HG00581	CHS	EAS	160	150	226238	272941
HG02111	ACB	AFR	213	151	284511	281340
HG03802	BEB	SAS	185	131	245843	260986
HG04035	STU	SAS	181	134	239427	264785
HG01556	CLM	AMR	200	129	264630	258166
HG00189	FIN	EUR	167	142	242692	258527
HG03831	BEB	SAS	184	141	243517	262345
NA12767	CEU	EUR	195	127	239172	255036
HG02800	GWD	AFR	227	150	277262	281866
HG01806	CDX	EAS	157	160	225570	277755
HG01853	KHV	EAS	196	149	229910	273713
HG00290	FIN	EUR	193	136	245373	258288
HG03374	ESN	AFR	241	143	274890	284858
NA19764	MXL	AMR	201	128	254546	260325
HG00742	PUR	AMR	207	134	250474	254374
NA20876	GIH	SAS	199	129	245688	262070
NA20867	GIH	SAS	182	150	243328	263868
HG04217	ITU	SAS	173	149	240427	263390
HG03238	PJL	SAS	203	134	250310	256140
HG01863	KHV	EAS	192	150	228121	275287
NA18745	CHB	EAS	182	147	224028	277670
HG03963	ITU	SAS	185	147	247116	262014
HG00652	CHS	EAS	182	133	225477	273020
HG01500	IBS	EUR	210	128	248588	254541
HG02048	KHV	EAS	179	148	231104	273705
HG04100	STU	SAS	192	151	246900	262746
HG01402	PUR	AMR	209	130	263205	255427
HG00117	GBR	EUR	188	132	238029	261970
HG02892	GWD	AFR	211	145	278894	279915
HG03558	MSL	AFR	225	145	281232	289714
NA19062	JPT	EAS	183	146	224868	278323
HG02128	KHV	EAS	171	152	232938	273818
HG00717	CHS	EAS	162	160	228252	273394
HG02512	KHV	EAS	164	155	225025	275638
NA07345	CEU	EUR	198	120	244335	253113
HG01261	CLM	AMR	198	137	254676	255547
HG02402	CDX	EAS	180	149	225551	278584
NA18614	CHB	EAS	166	147	226101	276490
HG02091	PEL	AMR	179	131	246469	263033
HG01141	CLM	AMR	180	147	255146	257126
HG00693	CHS	EAS	188	151	227650	272536
HG00449	CHS	EAS	165	149	225140	275306
HG00313	FIN	EUR	177	147	240238	258388
NA18625	CHB	EAS	178	162	226210	276776
HG03437	MSL	AFR	217	150	281327	285675
HG01861	KHV	EAS	182	157	228185	274006
HG03626	PJL	SAS	171	146	245209	257013
HG03971	ITU	SAS	183	143	243679	265664
NA21128	GIH	SAS	184	138	245155	262754
NA12283	CEU	EUR	165	149	245871	254042
HG03740	STU	SAS	176	144	226490	272396
HG01367	CLM	AMR	188	135	259212	255683
NA20276	ASW	AFR	231	133	284089	280145
NA19031	LWK	AFR	230	136	283820	282686
HG04175	BEB	SAS	184	134	248554	261067
HG01242	PUR	AMR	226	141	281023	264923
NA20518	TSI	EUR	197	140	241551	257031
HG02190	CDX	EAS	166	157	230994	276063
HG01921	PEL	AMR	158	155	228688	269665
HG02651	PJL	SAS	183	139	246898	258446
HG04006	STU	SAS	194	140	246856	262518
HG00584	CHS	EAS	184	154	227511	272910
NA21130	GIH	SAS	214	143	241830	264762
NA18879	YRI	AFR	214	148	277557	283896
HG01801	CDX	EAS	175	146	227324	277900
NA11930	CEU	EUR	187	137	241808	254238
HG02941	ESN	AFR	214	150	276192	285472
NA19067	JPT	EAS	158	150	226978	277354
NA19394	LWK	AFR	177	176	284204	285492
NA21099	GIH	SAS	206	142	243382	262945
NA18608	CHB	EAS	181	141	226690	276466
HG03899	STU	SAS	178	137	237330	265328
HG04171	BEB	SAS	190	133	247270	261610
NA12892	CEU	EUR	181	140	244466	253111
NA19701	ASW	AFR	221	150	286062	278104
HG00692	CHS	EAS	174	151	226109	272916
HG01709	IBS	EUR	201	124	247810	253082
NA20786	TSI	EUR	183	142	243229	256440
NA12348	CEU	EUR	195	126	243775	254485
NA19075	JPT	EAS	157	155	227169	275365
HG03046	GWD	AFR	193	159	276969	282079
HG03022	PJL	SAS	180	148	226155	270125
HG01505	IBS	EUR	174	138	245146	253300
HG04022	ITU	SAS	213	144	243742	264438
NA18911	YRI	AFR	207	158	273254	283671
HG00130	GBR	EUR	193	141	241827	260405
HG01898	PEL	AMR	165	140	245850	266487
HG04017	ITU	SAS	196	144	239805	268046
NA20882	GIH	SAS	200	132	247538	260505
HG02839	GWD	AFR	223	135	277919	282607
HG03700	PJL	SAS	189	137	246232	258912
NA20859	GIH	SAS	178	145	243841	262548
HG02549	ACB	AFR	225	152	282242	283391
HG01496	CLM	AMR	201	125	256081	256271
HG01089	PUR	AMR	202	131	265263	253842
HG00475	CHS	EAS	192	141	226546	271674
HG01684	IBS	EUR	177	142	246639	254799
HG00543	CHS	EAS	158	155	230732	271124
NA20752	TSI	EUR	179	137	244039	256083
HG00231	GBR	EUR	166	148	242014	258963
NA12273	CEU	EUR	196	130	245772	255028
HG02716	GWD	AFR	216	142	276737	282759
HG01063	PUR	AMR	215	133	275312	257000
HG04227	STU	SAS	202	141	241758	265288
NA19924	ASW	AFR	199	151	286515	267319
NA19198	YRI	AFR	224	150	275039	283080
NA18973	JPT	EAS	179	153	227686	276012
HG02332	ACB	AFR	227	141	281551	279123
NA18573	CHB	EAS	154	153	227796	274970
HG02301	PEL	AMR	190	136	228044	273604
HG03058	MSL	AFR	217	156	279641	288276
NA06994	CEU	EUR	169	142	240543	255104
HG00759	CDX	EAS	171	161	225006	277579
HG01177	PUR	AMR	175	139	252061	256414
NA20805	TSI	EUR	197	143	240940	257647
NA18502	YRI	AFR	203	157	275822	283389
HG04122	STU	SAS	176	135	244037	261416
HG00344	FIN	EUR	172	133	246821	257196
NA20511	TSI	EUR	201	136	239246	258986
NA20795	TSI	EUR	176	154	244484	256764
NA12716	CEU	EUR	170	138	239973	254506
NA18870	YRI	AFR	204	169	277242	283751
NA20771	TSI	EUR	187	139	243067	256643
HG03814	BEB	SAS	200	132	241387	263137
NA19081	JPT	EAS	180	150	225777	279185
NA18637	CHB	EAS	166	153	230287	276383
NA20902	GIH	SAS	184	142	244683	263573
HG00129	GBR	EUR	173	138	238641	260230
NA18951	JPT	EAS	179	162	227118	276631
HG02667	GWD	AFR	210	156	264230	287587
HG01681	IBS	EUR	179	143	248129	253265
HG03730	ITU	SAS	193	152	242809	265019
HG00273	FIN	EUR	182	129	242718	259741
HG00731	PUR	AMR	195	129	247725	254674
HG03006	BEB	SAS	190	147	246192	260801
NA12762	CEU	EUR	199	136	241228	254699
HG02650	PJL	SAS	203	115	247495	256050
HG03134	ESN	AFR	214	171	279574	283239
HG03833	BEB	SAS	170	142	245141	261430
HG03967	ITU	SAS	209	121	233635	267790
NA19079	JPT	EAS	182	155	228443	275161
HG00597	CHS	EAS	188	142	225579	273990
NA18959	JPT	EAS	162	161	228271	276289
HG04070	ITU	SAS	162	161	202129	284349
NA19730	MXL	AMR	159	150	217249	277917
HG00233	GBR	EUR	169	152	243965	258084
HG04225	ITU	SAS	188	141	246184	262697
NA07435	CEU	EUR	176	139	242539	252860
NA12717	CEU	EUR	176	133	241336	256721
HG01784	IBS	EUR	178	150	244253	254925
HG03762	PJL	SAS	192	137	246994	258538
NA07029	CEU	EUR	190	134	242079	252988
NA20881	GIH	SAS	192	139	247367	260378
HG03265	ESN	AFR	227	159	273149	285071
NA19360	LWK	AFR	221	155	282091	285587
NA18934	YRI	AFR	210	144	276611	284387
HG03960	ITU	SAS	176	149	242581	264732
HG01343	CLM	AMR	199	138	260203	258247
NA19723	MXL	AMR	183	136	248362	264775
HG03136	ESN	AFR	207	152	275608	285750
HG00265	GBR	EUR	181	145	243174	258736
HG01699	IBS	EUR	182	142	245730	253945
HG03848	STU	SAS	185	136	244698	261328
HG03812	BEB	SAS	190	130	246512	260612
NA19908	ASW	AFR	228	138	285726	281144
HG00542	CHS	EAS	176	156	222465	274587
NA18611	CHB	EAS	178	148	228398	276036
HG04161	BEB	SAS	191	131	242546	263237
HG03885	STU	SAS	189	144	240004	264758
HG04176	BEB	SAS	202	142	243943	263601
HG03871	ITU	SAS	188	143	241127	264687
NA21142	GIH	SAS	202	149	241931	263981
HG00284	FIN	EUR	191	130	242307	257202
HG03442	MSL	AFR	209	163	281308	287956
HG00732	PUR	AMR	188	142	249648	256290
NA12751	CEU	EUR	177	145	243270	252663
HG03689	STU	SAS	170	148	237212	266244
NA19113	YRI	AFR	203	167	272559	285012
NA19207	YRI	AFR	219	153	277317	282165
NA19771	MXL	AMR	189	148	247053	263950
NA20773	TSI	EUR	192	142	242057	257658
HG01746	IBS	EUR	180	144	244885	253957
HG03652	PJL	SAS	190	137	247692	257696
NA19652	MXL	AMR	202	131	253480	257237
HG01599	KHV	EAS	180	156	229907	272352
HG01922	PEL	AMR	161	160	221442	275617
NA20899	GIH	SAS	214	139	244301	262494
HG00544	CHS	EAS	182	142	228138	270359
HG00232	GBR	EUR	183	148	248040	254959
NA20587	TSI	EUR	174	143	240797	259022
NA12275	CEU	EUR	177	134	242424	255514
HG03896	STU	SAS	178	142	223595	273412
HG00592	CHS	EAS	165	148	227755	272546
HG03432	MSL	AFR	236	159	281866	286866
HG01777	IBS	EUR	186	131	245488	254817
NA18953	JPT	EAS	162	155	224275	277050
NA19795	MXL	AMR	187	146	253983	260285
HG01974	PEL	AMR	143	155	214495	280279
HG03488	PJL	SAS	198	133	248079	258399
HG00119	GBR	EUR	185	142	241103	260711
HG00512	CHS	EAS	150	164	226707	272272
HG01783	IBS	EUR	193	134	244374	255690
NA19679	MXL	AMR	175	146	232686	266118
HG00240	GBR	EUR	208	145	242303	259729
NA12740	CEU	EUR	190	136	242146	252753
HG01102	PUR	AMR	178	140	262626	255698
HG01122	CLM	AMR	190	132	256401	254170
NA19083	JPT	EAS	165	153	226359	276632
NA19026	LWK	AFR	190	157	274113	289276
NA18484	YRI	AFR	223	148	275266	281664
HG03585	BEB	SAS	188	143	244530	263136
HG00255	GBR	EUR	193	132	243934	259723
HG01255	CLM	AMR	195	136	256227	256086
NA19037	LWK	AFR	244	163	283129	284753
HG01183	PUR	AMR	195	134	256272	257549
HG02537	ACB	AFR	241	154	280673	284059
HG01924	PEL	AMR	192	131	243324	268644
HG03808	BEB	SAS	190	137	245296	262844
HG03699	PJL	SAS	195	137	246856	258930
HG00844	CDX	EAS	198	139	228072	277200
HG01942	PEL	AMR	154	152	223752	273685
HG01893	PEL	AMR	183	129	250244	264281
HG01140	CLM	AMR	182	142	247461	258667
HG02234	IBS	EUR	199	126	247458	252041
HG01844	KHV	EAS	185	148	229755	274952
HG02856	GWD	AFR	217	139	278360	281866
HG02577	ACB	AFR	207	149	283474	273630
HG00096	GBR	EUR	174	141	243699	258376
HG03870	ITU	SAS	211	134	239586	265706
NA07037	CEU	EUR	182	126	243346	254642
NA20774	TSI	EUR	203	138	242701	258022
HG02068	KHV	EAS	167	153	227265	274428
NA18942	JPT	EAS	165	146	227247	275647
HG03991	STU	SAS	193	144	241269	263750
NA19451	LWK	AFR	212	155	280454	287462
HG03690	STU	SAS	166	153	224133	273523
HG02654	PJL	SAS	189	135	249368	256878
HG01538	IBS	EUR	185	136	245324	252843
HG01800	CDX	EAS	187	147	222667	279714
NA20278	ASW	AFR	236	136	297595	254918
NA19790	MXL	AMR	187	136	247660	263817
HG01468	CLM	AMR	187	151	232199	265289
HG01362	CLM	AMR	218	132	260176	256686
HG02643	GWD	AFR	238	139	276195	281453
NA19072	JPT	EAS	148	159	225510	278368
HG03953	STU	SAS	204	134	241833	264234
HG01396	PUR	AMR	200	155	261458	255703
NA06993	CEU	EUR	178	140	242297	254846
HG00264	GBR	EUR	175	144	244798	258160
HG03604	BEB	SAS	198	138	245992	262309
NA07349	CEU	EUR	170	133	239587	256573
NA18923	YRI	AFR	213	154	278737	283573
HG00358	FIN	EUR	185	136	239245	260178
HG03650	PJL	SAS	175	153	246805	258756
HG00334	FIN	EUR	207	140	242656	260154
NA20819	TSI	EUR	184	135	241280	257989
HG00259	GBR	EUR	179	131	244049	257569
HG04019	ITU	SAS	174	137	243590	262621
HG01405	PUR	AMR	195	135	256145	255007
HG03897	STU	SAS	211	135	242878	263073
HG01079	PUR	AMR	209	133	258380	257545
NA12707	CEU	EUR	179	130	243299	253529
HG02798	GWD	AFR	221	157	276490	283572
NA19656	MXL	AMR	187	135	248436	259729
NA19347	LWK	AFR	234	149	282112	285473
HG01444	CLM	AMR	188	133	253938	258853
HG00551	PUR	AMR	194	119	256762	254062
HG04204	STU	SAS	181	140	247009	261451
NA20897	GIH	SAS	173	149	239906	266098
HG03691	STU	SAS	181	147	247185	262047
NA19836	ASW	AFR	222	145	282801	280535
HG02788	PJL	SAS	197	141	246285	260642
HG04215	STU	SAS	176	141	246397	261685
NA19761	MXL	AMR	207	144	244354	266288
NA18982	JPT	EAS	165	151	223554	277460
HG01507	IBS	EUR	193	141	246940	254459
NA19681	MXL	AMR	179	147	243788	265612
HG01597	KHV	EAS	193	146	230155	273795
HG01433	CLM	AMR	204	136	253158	256494
HG00280	FIN	EUR	200	135	243426	257696
HG01593	PJL	SAS	179	123	240001	260466
HG01064	PUR	AMR	208	134	260514	255608
NA20815	TSI	EUR	175	138	245618	258251
HG01056	PUR	AMR	217	133	256634	253717
HG04152	BEB	SAS	191	144	233219	269237
HG03077	MSL	AFR	190	167	278668	289698
HG00598	CHS	EAS	176	141	225655	275174
NA18748	CHB	EAS	173	150	227735	277430
HG03101	ESN	AFR	223	156	276288	284943
HG02595	GWD	AFR	212	158	275401	283680
HG01870	KHV	EAS	177	158	226546	275328
HG02067	KHV	EAS	180	156	233125	273563
HG03251	GWD	AFR	211	147	276497	279695
NA21105	GIH	SAS	190	140	246734	262264
HG01702	IBS	EUR	172	136	240329	256354
HG01867	KHV	EAS	176	141	228703	276153
NA19789	MXL	AMR	188	141	253355	261667
HG04222	ITU	SAS	184	138	244906	263879
NA20790	TSI	EUR	208	130	240595	258955
HG01498	CLM	AMR	197	138	244697	261218
HG00268	FIN	EUR	188	143	243153	258636
HG02386	CDX	EAS	191	142	227854	275763
HG03765	PJL	SAS	164	144	248970	257277
NA19149	YRI	AFR	210	150	274671	284829
NA21089	GIH	SAS	197	134	238921	265475
HG01513	IBS	EUR	164	139	244948	253532
NA18519	YRI	AFR	205	159	274012	285026
NA20756	TSI	EUR	179	146	243102	257915
HG00288	FIN	EUR	174	146	236659	259141
HG02738	PJL	SAS	190	133	240807	259550
HG02178	CDX	EAS	162	152	226246	278449
HG03060	MSL	AFR	205	161	280601	289232
NA11931	CEU	EUR	183	143	244012	252457
HG01031	CDX	EAS	165	154	228062	277159
HG01619	IBS	EUR	177	145	247257	254235
HG02700	PJL	SAS	204	136	246454	257680
NA19197	YRI	AFR	208	144	278217	283421
HG00403	CHS	EAS	185	143	229627	272119
HG01271	CLM	AMR	195	133	257077	256218
NA19009	JPT	EAS	160	159	226634	278073
NA20358	ASW	AFR	227	148	285264	279778
NA21102	GIH	SAS	185	144	244588	263925
HG00639	PUR	AMR	182	144	256724	255635
HG02265	PEL	AMR	165	152	216119	278278
NA18992	JPT	EAS	171	150	216467	283020
HG02513	KHV	EAS	180	142	226554	275756
HG00114	GBR	EUR	177	145	241758	259271
HG03371	ESN	AFR	210	150	279748	283034
HG02976	ESN	AFR	219	162	279703	284751
HG01062	PUR	AMR	213	137	251062	257313
NA20761	TSI	EUR	188	143	244919	256412
HG02116	KHV	EAS	179	155	232626	273600
HG02345	PEL	AMR	205	135	250620	261261
HG00246	GBR	EUR	176	143	244694	258527
HG02461	GWD	AFR	214	153	278274	281431
HG02059	KHV	EAS	167	152	220731	277732
HG04001	ITU	SAS	183	141	245740	263604
HG04026	ITU	SAS	176	161	233391	269352
HG03890	STU	SAS	195	136	246016	262340
HG01175	PUR	AMR	185	133	256078	251912
HG00479	CHS	EAS	186	151	223394	275122
NA19676	MXL	AMR	176	137	251138	258324
NA19064	JPT	EAS	171	149	229154	274536
HG03617	BEB	SAS	181	140	247616	260582
NA18612	CHB	EAS	172	150	229440	275475
HG00188	FIN	EUR	192	133	243134	258570
NA19770	MXL	AMR	207	127	253283	260513
HG01131	CLM	AMR	205	122	251947	258345
NA19473	LWK	AFR	222	153	287353	285536
NA19448	LWK	AFR	222	141	279963	288075
HG01048	PUR	AMR	204	134	255818	253497
HG01598	KHV	EAS	187	136	231155	274506
HG00637	PUR	AMR	209	128	261865	252855
HG04142	BEB	SAS	195	141	242631	261874
NA10859	CEU	EUR	188	136	242593	253266
HG02946	ESN	AFR	221	152	279410	283747
NA20582	TSI	EUR	203	136	236159	259713
NA20802	TSI	EUR	181	139	239576	259128
HG02079	KHV	EAS	173	135	228417	275043
HG03428	MSL	AFR	218	157	281001	288309
HG01817	CDX	EAS	170	153	227733	276686
HG01813	CDX	EAS	170	150	225877	276170
HG03941	BEB	SAS	203	139	244065	263278
HG00684	CHS	EAS	149	154	228172	274582
HG01170	PUR	AMR	214	127	257463	253630
HG01464	CLM	AMR	215	135	262007	258147
NA18613	CHB	EAS	188	133	227807	276964
HG01676	IBS	EUR	184	143	244222	256620
HG01695	IBS	EUR	182	132	248154	256014
HG00536	CHS	EAS	164	152	227794	274335
HG01874	KHV	EAS	193	152	230358	272843
HG01796	CDX	EAS	184	132	226272	276620
HG02793	PJL	SAS	173	145	244067	261835
HG02141	KHV	EAS	188	136	231645	274055
NA19011	JPT	EAS	168	160	228482	277522
HG02259	PEL	AMR	150	160	207308	282416
HG01191	PUR	AMR	223	123	253527	256422
NA19452	LWK	AFR	216	152	283322	285229
HG03517	ESN	AFR	190	160	276129	284427
HG01601	IBS	EUR	181	141	249100	252907
HG00657	CHS	EAS	167	152	225890	274578
HG02253	PEL	AMR	196	141	243600	262361
NA19454	LWK	AFR	218	147	281201	285083
NA19385	LWK	AFR	204	157	283631	285450
HG01669	IBS	EUR	165	148	246990	256552
NA19774	MXL	AMR	194	156	251725	261674
NA12145	CEU	EUR	176	128	242969	253910
HG02261	PEL	AMR	167	150	215744	276309
HG00097	GBR	EUR	185	141	242927	259388
HG01105	PUR	AMR	199	144	254205	255438
HG01198	PUR	AMR	188	155	252912	261417
HG02692	PJL	SAS	180	142	231219	266380
HG00275	FIN	EUR	200	146	242627	257348
HG03639	PJL	SAS	185	135	243834	260289
HG01603	IBS	EUR	171	147	246992	255194
HG00146	GBR	EUR	185	124	248132	257063
NA20864	GIH	SAS	163	153	245849	260058
HG03120	ESN	AFR	207	147	277473	284838
HG02049	KHV	EAS	171	155	231726	273365
NA20588	TSI	EUR	173	143	242603	258467
HG03115	ESN	AFR	209	159	273203	285378
HG01372	CLM	AMR	196	131	248253	257953
HG01795	CDX	EAS	183	142	230625	275375
HG02047	KHV	EAS	187	145	231248	273737
HG02035	KHV	EAS	161	147	232117	273441
HG02291	PEL	AMR	157	152	209937	282355
HG02694	PJL	SAS	168	162	227394	267200
HG01578	PEL	AMR	177	137	238632	263180
NA19324	LWK	AFR	224	166	282357	286171
HG01704	IBS	EUR	180	135	247859	255279
HG02731	PJL	SAS	190	140	249120	259045
HG01053	PUR	AMR	199	148	263024	256173
NA20885	GIH	SAS	205	141	245728	262638
